filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics,run
baseline_advanced_random_0920_0153,advanced_random,dorothea_500_800,,,,,0.002,245.978,0.002,0.002,0.0,0.012,0.007,0.01,,bs_500_800_rd
baseline_jordan_0920_0153,jordan,dorothea_500_800,,,,,0.001,273.232,0.001,0.002,0.0,1.0,0.006,0.008,,bs_500_800_rd
baseline_overlap_0920_0153,overlap,dorothea_500_800,,,,,0.004,272.743,0.001,0.002,0.0,1.0,0.01,0.013,,bs_500_800_rd
baseline_random_0920_0153,random,dorothea_500_800,,,,,0.002,252.283,0.002,0.002,0.0,0.004,0.007,0.012,,bs_500_800_rd
baseline_smallestSuperset_0920_0153,smallestSuperset,dorothea_500_800,,,,,0.0,260.28,0.001,0.002,0.0,1.0,0.004,0.01,,bs_500_800_rd
gat_0920_0005,gat,dorothea_500_800,500.0,194.0,1.0,0.397,0.005,215.149,0.02,0.019,0.009,0.052,0.011,0.019,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 2626, 'times_true_source': 13, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 101.0, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 2626, 'times_true_source': 16, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 326.375, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 2626, 'times_true_source': 9, 'times_predicted_source': 38, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 223.778, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",bs_500_800_rd
pdgrapher_0920_0007,pdgrapher,dorothea_500_800,500.0,194.0,1.0,0.397,0.026,83.95,0.607,-0.362,-3.513,3.236,0.057,0.082,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 2626, 'times_true_source': 13, 'times_predicted_source': 17, 'correct_predictions': 1, 'avg_prediction_prob': 0.409, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 88.154, 'avg_prob_when_true': 0.79, 'in_top3_when_true': 1, 'in_top5_when_true': 4, 'accuracy_when_true': 0.077, 'precision': 0.059, 'recall': 0.077, 'f1_score': 0.067}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 2626, 'times_true_source': 16, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.393, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 95.5, 'avg_prob_when_true': 0.405, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 2626, 'times_true_source': 9, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.583, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 87.111, 'avg_prob_when_true': 0.556, 'in_top3_when_true': 1, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",bs_500_800_rd
baseline_advanced_random_0920_0252,advanced_random,dorothea_500_800,,,,,0.002,252.283,0.002,0.002,0.0,0.004,0.007,0.012,,bs_500_800_rd_fr
baseline_jordan_0920_0252,jordan,dorothea_500_800,,,,,0.0,256.877,0.002,0.002,0.0,1.0,0.006,0.008,,bs_500_800_rd_fr
baseline_overlap_0920_0252,overlap,dorothea_500_800,,,,,0.0,260.31,0.002,0.002,0.002,0.002,0.004,0.01,,bs_500_800_rd_fr
baseline_random_0920_0252,random,dorothea_500_800,,,,,0.002,252.283,0.002,0.002,0.0,0.004,0.007,0.012,,bs_500_800_rd_fr
baseline_smallestSuperset_0920_0252,smallestSuperset,dorothea_500_800,,,,,0.0,260.31,0.002,0.002,0.002,0.002,0.004,0.01,,bs_500_800_rd_fr
gat_0920_0003,gat,dorothea_500_800,500.0,194.0,1.0,0.397,0.006,224.705,0.02,0.019,0.012,0.057,0.01,0.019,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 2626, 'times_true_source': 13, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 203.154, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 2626, 'times_true_source': 16, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 231.062, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 2626, 'times_true_source': 9, 'times_predicted_source': 333, 'correct_predictions': 4, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 103.0, 'avg_prob_when_true': 0.024, 'in_top3_when_true': 4, 'in_top5_when_true': 4, 'accuracy_when_true': 0.444, 'precision': 0.012, 'recall': 0.444, 'f1_score': 0.023}}",bs_500_800_rd_fr
pdgrapher_0920_0157,pdgrapher,dorothea_500_800,500.0,194.0,1.0,0.397,0.031,81.01,0.659,-0.922,-5.638,3.661,0.073,0.101,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 2626, 'times_true_source': 13, 'times_predicted_source': 7, 'correct_predictions': 1, 'avg_prediction_prob': 0.655, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 48.615, 'avg_prob_when_true': 0.951, 'in_top3_when_true': 1, 'in_top5_when_true': 2, 'accuracy_when_true': 0.077, 'precision': 0.143, 'recall': 0.077, 'f1_score': 0.1}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 2626, 'times_true_source': 16, 'times_predicted_source': 8, 'correct_predictions': 0, 'avg_prediction_prob': 0.472, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 69.25, 'avg_prob_when_true': 0.626, 'in_top3_when_true': 0, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 2626, 'times_true_source': 9, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.529, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 136.778, 'avg_prob_when_true': 0.249, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",bs_500_800_rd_fr
baseline_advanced_random_0920_0505,advanced_random,dorothea_500_900,,,,,0.002,239.418,0.002,0.002,0.0,0.012,0.006,0.01,,bs_500_900
baseline_jordan_0920_0505,jordan,dorothea_500_900,,,,,0.001,266.995,0.001,0.002,0.0,1.0,0.008,0.009,,bs_500_900
baseline_overlap_0920_0505,overlap,dorothea_500_900,,,,,0.0,257.909,0.002,0.002,0.0,1.0,0.004,0.012,,bs_500_900
baseline_random_0920_0505,random,dorothea_500_900,,,,,0.002,249.39,0.002,0.002,0.0,0.004,0.006,0.01,,bs_500_900
baseline_smallestSuperset_0920_0505,smallestSuperset,dorothea_500_900,,,,,0.0,262.336,0.002,0.002,0.0,1.0,0.01,0.014,,bs_500_900
gat_0920_0527,gat,dorothea_500_900,500.0,200.0,1.0,0.498,0.006,219.307,0.021,0.019,0.009,0.067,0.016,0.024,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 10000, 'times_true_source': 54, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.015, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 474.019, 'avg_prob_when_true': 0.015, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 10000, 'times_true_source': 52, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.03, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 16.231, 'avg_prob_when_true': 0.03, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 10000, 'times_true_source': 46, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 323.283, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",bs_500_900
pdgrapher_0920_0627,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.498,0.154,142.415,0.231,-3.429,-15.931,23.96,0.271,0.33,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 10000, 'times_true_source': 54, 'times_predicted_source': 50, 'correct_predictions': 7, 'avg_prediction_prob': -3.057, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 118.704, 'avg_prob_when_true': 0.223, 'in_top3_when_true': 13, 'in_top5_when_true': 18, 'accuracy_when_true': 0.13, 'precision': 0.14, 'recall': 0.13, 'f1_score': 0.135}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 10000, 'times_true_source': 52, 'times_predicted_source': 30, 'correct_predictions': 7, 'avg_prediction_prob': -3.888, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 270.058, 'avg_prob_when_true': -1.61, 'in_top3_when_true': 10, 'in_top5_when_true': 10, 'accuracy_when_true': 0.135, 'precision': 0.233, 'recall': 0.135, 'f1_score': 0.171}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 10000, 'times_true_source': 46, 'times_predicted_source': 52, 'correct_predictions': 9, 'avg_prediction_prob': -0.393, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 8.239, 'avg_prob_when_true': 3.377, 'in_top3_when_true': 20, 'in_top5_when_true': 27, 'accuracy_when_true': 0.196, 'precision': 0.173, 'recall': 0.196, 'f1_score': 0.184}}",bs_500_900
baseline_advanced_random_0920_0841,advanced_random,dorothea_500_900,,,,,0.002,249.39,0.002,0.002,0.0,0.004,0.006,0.01,,bs_500_900_fr
baseline_jordan_0920_0841,jordan,dorothea_500_900,,,,,0.0,252.12,0.002,0.002,0.0,1.0,0.01,0.018,,bs_500_900_fr
baseline_overlap_0920_0841,overlap,dorothea_500_900,,,,,0.0,260.513,0.002,0.002,0.002,0.002,0.01,0.014,,bs_500_900_fr
baseline_random_0920_0841,random,dorothea_500_900,,,,,0.002,249.39,0.002,0.002,0.0,0.004,0.006,0.01,,bs_500_900_fr
baseline_smallestSuperset_0920_0841,smallestSuperset,dorothea_500_900,,,,,0.0,260.513,0.002,0.002,0.002,0.002,0.01,0.014,,bs_500_900_fr
gat_0920_0521,gat,dorothea_500_900,500.0,200.0,1.0,0.498,0.004,238.712,0.019,0.019,0.011,0.039,0.013,0.017,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 10000, 'times_true_source': 54, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 309.63, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 10000, 'times_true_source': 52, 'times_predicted_source': 9, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 87.269, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 10000, 'times_true_source': 46, 'times_predicted_source': 1427, 'correct_predictions': 9, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 100.652, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 12, 'in_top5_when_true': 13, 'accuracy_when_true': 0.196, 'precision': 0.006, 'recall': 0.196, 'f1_score': 0.012}}",bs_500_900_fr
pdgrapher_0920_0554,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.498,0.354,101.165,1.087,-2.558,-30.324,17.395,0.486,0.528,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 10000, 'times_true_source': 54, 'times_predicted_source': 24, 'correct_predictions': 20, 'avg_prediction_prob': -2.177, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 70.111, 'avg_prob_when_true': 0.649, 'in_top3_when_true': 24, 'in_top5_when_true': 24, 'accuracy_when_true': 0.37, 'precision': 0.833, 'recall': 0.37, 'f1_score': 0.513}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 10000, 'times_true_source': 52, 'times_predicted_source': 42, 'correct_predictions': 11, 'avg_prediction_prob': -2.343, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 151.558, 'avg_prob_when_true': -0.113, 'in_top3_when_true': 18, 'in_top5_when_true': 18, 'accuracy_when_true': 0.212, 'precision': 0.262, 'recall': 0.212, 'f1_score': 0.234}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 10000, 'times_true_source': 46, 'times_predicted_source': 119, 'correct_predictions': 27, 'avg_prediction_prob': -3.296, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 74.739, 'avg_prob_when_true': 3.836, 'in_top3_when_true': 36, 'in_top5_when_true': 38, 'accuracy_when_true': 0.587, 'precision': 0.227, 'recall': 0.587, 'f1_score': 0.327}}",bs_500_900_fr
baseline_advanced_random_0920_0454,advanced_random,dorothea_500_900,,,,,0.001,243.047,0.002,0.002,0.0,0.011,0.004,0.007,,bs_500_900_rd
baseline_jordan_0920_0454,jordan,dorothea_500_900,,,,,0.001,264.808,0.001,0.002,0.0,1.0,0.007,0.008,,bs_500_900_rd
baseline_overlap_0920_0454,overlap,dorothea_500_900,,,,,0.0,259.937,0.002,0.002,0.0,1.0,0.003,0.008,,bs_500_900_rd
baseline_random_0920_0454,random,dorothea_500_900,,,,,0.001,250.087,0.002,0.002,0.0,0.004,0.005,0.007,,bs_500_900_rd
baseline_smallestSuperset_0920_0454,smallestSuperset,dorothea_500_900,,,,,0.0,259.708,0.002,0.002,0.0,1.0,0.01,0.016,,bs_500_900_rd
gat_0920_0508,gat,dorothea_500_900,500.0,200.0,1.0,0.517,0.006,219.275,0.02,0.019,0.007,0.089,0.026,0.034,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 2978, 'times_true_source': 14, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.015, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 480.857, 'avg_prob_when_true': 0.015, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 2978, 'times_true_source': 18, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.024, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 35.944, 'avg_prob_when_true': 0.024, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 2978, 'times_true_source': 12, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 374.333, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",bs_500_900_rd
pdgrapher_0920_0501,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.517,0.022,92.167,0.279,-0.152,-1.724,4.197,0.055,0.083,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 2978, 'times_true_source': 14, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.111, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 146.143, 'avg_prob_when_true': 0.134, 'in_top3_when_true': 0, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 2978, 'times_true_source': 18, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.095, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 133.944, 'avg_prob_when_true': 0.193, 'in_top3_when_true': 1, 'in_top5_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 2978, 'times_true_source': 12, 'times_predicted_source': 442, 'correct_predictions': 1, 'avg_prediction_prob': 0.311, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 173.417, 'avg_prob_when_true': 0.187, 'in_top3_when_true': 1, 'in_top5_when_true': 1, 'accuracy_when_true': 0.083, 'precision': 0.002, 'recall': 0.083, 'f1_score': 0.004}}",bs_500_900_rd
baseline_advanced_random_0920_0537,advanced_random,dorothea_500_900,,,,,0.001,250.087,0.002,0.002,0.0,0.004,0.005,0.007,,bs_500_900_rd_fr
baseline_jordan_0920_0537,jordan,dorothea_500_900,,,,,0.0,260.749,0.002,0.002,0.0,1.0,0.005,0.007,,bs_500_900_rd_fr
baseline_overlap_0920_0537,overlap,dorothea_500_900,,,,,0.0,256.319,0.002,0.002,0.002,0.002,0.01,0.016,,bs_500_900_rd_fr
baseline_random_0920_0537,random,dorothea_500_900,,,,,0.001,250.087,0.002,0.002,0.0,0.004,0.005,0.007,,bs_500_900_rd_fr
baseline_smallestSuperset_0920_0537,smallestSuperset,dorothea_500_900,,,,,0.0,256.319,0.002,0.002,0.002,0.002,0.01,0.016,,bs_500_900_rd_fr
gat_0920_0514,gat,dorothea_500_900,500.0,200.0,1.0,0.517,0.003,234.797,0.019,0.019,0.009,0.043,0.011,0.019,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 2978, 'times_true_source': 14, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 339.714, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 2978, 'times_true_source': 18, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 134.722, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 2978, 'times_true_source': 12, 'times_predicted_source': 37, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 195.667, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",bs_500_900_rd_fr
pdgrapher_0920_0456,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.517,0.028,89.468,0.51,-0.063,-1.005,6.149,0.075,0.1,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 2978, 'times_true_source': 14, 'times_predicted_source': 5, 'correct_predictions': 3, 'avg_prediction_prob': 0.327, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 35.571, 'avg_prob_when_true': 0.97, 'in_top3_when_true': 4, 'in_top5_when_true': 4, 'accuracy_when_true': 0.214, 'precision': 0.6, 'recall': 0.214, 'f1_score': 0.316}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 2978, 'times_true_source': 18, 'times_predicted_source': 22, 'correct_predictions': 0, 'avg_prediction_prob': 0.359, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 75.833, 'avg_prob_when_true': 0.415, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 2978, 'times_true_source': 12, 'times_predicted_source': 438, 'correct_predictions': 1, 'avg_prediction_prob': 0.442, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 224.083, 'avg_prob_when_true': 0.215, 'in_top3_when_true': 1, 'in_top5_when_true': 1, 'accuracy_when_true': 0.083, 'precision': 0.002, 'recall': 0.083, 'f1_score': 0.004}}",bs_500_900_rd_fr
baseline_advanced_random_0918_2040,advanced_random,dorothea_500_1000,,,,,0.002,248.801,0.002,0.002,0.0,0.011,0.007,0.009,,ss_500_1000
baseline_jordan_0918_2040,jordan,dorothea_500_1000,,,,,0.004,259.879,0.003,0.002,0.0,1.0,0.013,0.014,,ss_500_1000
baseline_overlap_0918_2040,overlap,dorothea_500_1000,,,,,0.008,255.554,0.004,0.002,0.0,1.0,0.017,0.02,,ss_500_1000
baseline_random_0918_2040,random,dorothea_500_1000,,,,,0.004,252.468,0.002,0.002,0.0,0.004,0.006,0.012,,ss_500_1000
baseline_smallestSuperset_0918_2040,smallestSuperset,dorothea_500_1000,,,,,0.0,256.558,0.002,0.002,0.0,1.0,0.007,0.012,,ss_500_1000
gat_0919_0025,gat,dorothea_500_1000,500.0,202.0,1.0,0.529,0.001,232.52,0.02,0.02,0.008,0.036,0.009,0.014,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 1616, 'times_true_source': 6, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 49.167, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 1616, 'times_true_source': 9, 'times_predicted_source': 7, 'correct_predictions': 0, 'avg_prediction_prob': 0.024, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 24.333, 'avg_prob_when_true': 0.024, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 1616, 'times_true_source': 4, 'times_predicted_source': 164, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 200.0, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",ss_500_1000
