filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics,run
baseline_random_0925_1840,random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,,bs_500_1000_rd_fr
baseline_random_0925_1858,random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,,bs_500_1000_rd_fr
baseline_smallestSuperset_0922_2107,smallestSuperset,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,,bs_500_1000_rd_fr
baseline_smallestSuperset_0925_1840,smallestSuperset,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,,bs_500_1000_rd_fr
baseline_smallestSuperset_0925_1858,smallestSuperset,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,,bs_500_1000_rd_fr
gat_0922_2002,gat,dorothea_500_1000,500.0,202.0,1.0,0.558,0.004,249.812,0.02,0.02,0.013,0.034,0.006,0.013,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 219.52, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 264.174, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 383.364, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",bs_500_1000_rd_fr
gat_0923_1015,gat,dorothea_500_1000,500.0,202.0,1.0,0.558,0.004,250.672,0.019,0.019,0.014,0.028,0.006,0.01,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 197.44, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 155.609, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 423.649, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",bs_500_1000_rd_fr
gat_0925_1922,gat,dorothea_500_1000,500.0,202.0,1.0,0.558,0.004,249.27,0.018,0.018,0.014,0.031,0.007,0.013,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 235.32, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 211.696, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 32, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 414.87, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",bs_500_1000_rd_fr
gat_0925_1932,gat,dorothea_500_1000,500.0,202.0,1.0,0.558,0.004,249.27,0.018,0.018,0.014,0.031,0.007,0.013,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 235.32, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 211.696, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 32, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 414.87, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",bs_500_1000_rd_fr
pdgrapher_0922_1758,pdgrapher,dorothea_500_1000,500.0,202.0,1.0,0.558,0.033,63.878,0.892,-0.843,-3.676,4.129,0.071,0.1,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': -0.039, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 127.36, 'avg_prob_when_true': 0.417, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.073, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 176.783, 'avg_prob_when_true': 0.002, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 452, 'correct_predictions': 14, 'avg_prediction_prob': 0.805, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 31.039, 'avg_prob_when_true': 1.398, 'in_top3_when_true': 21, 'in_top5_when_true': 27, 'accuracy_when_true': 0.182, 'precision': 0.031, 'recall': 0.182, 'f1_score': 0.053}}",bs_500_1000_rd_fr
pdgrapher_0923_1208,pdgrapher,dorothea_500_1000,500.0,202.0,1.0,0.558,0.022,71.796,0.774,-0.049,-2.658,5.886,0.053,0.081,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 5, 'correct_predictions': 2, 'avg_prediction_prob': -0.083, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 144.8, 'avg_prob_when_true': 0.464, 'in_top3_when_true': 3, 'in_top5_when_true': 3, 'accuracy_when_true': 0.08, 'precision': 0.4, 'recall': 0.08, 'f1_score': 0.133}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': -0.169, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 249.435, 'avg_prob_when_true': -0.171, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 342, 'correct_predictions': 15, 'avg_prediction_prob': 0.53, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 40.701, 'avg_prob_when_true': 1.15, 'in_top3_when_true': 24, 'in_top5_when_true': 29, 'accuracy_when_true': 0.195, 'precision': 0.044, 'recall': 0.195, 'f1_score': 0.072}}",bs_500_1000_rd_fr
pdgrapher_0925_1922,pdgrapher,dorothea_500_1000,500.0,202.0,1.0,0.558,0.026,66.422,0.689,-0.451,-7.825,6.808,0.066,0.095,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 6, 'correct_predictions': 1, 'avg_prediction_prob': 0.042, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 114.0, 'avg_prob_when_true': 0.422, 'in_top3_when_true': 3, 'in_top5_when_true': 3, 'accuracy_when_true': 0.04, 'precision': 0.167, 'recall': 0.04, 'f1_score': 0.065}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': 0.038, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 181.957, 'avg_prob_when_true': 0.043, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 52, 'correct_predictions': 3, 'avg_prediction_prob': 0.402, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 78.156, 'avg_prob_when_true': 0.576, 'in_top3_when_true': 5, 'in_top5_when_true': 5, 'accuracy_when_true': 0.039, 'precision': 0.058, 'recall': 0.039, 'f1_score': 0.047}}",bs_500_1000_rd_fr
pdgrapher_0925_1931,pdgrapher,dorothea_500_1000,500.0,202.0,1.0,0.558,0.026,66.422,0.689,-0.451,-7.825,6.808,0.066,0.095,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 6, 'correct_predictions': 1, 'avg_prediction_prob': 0.042, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 114.0, 'avg_prob_when_true': 0.422, 'in_top3_when_true': 3, 'in_top5_when_true': 3, 'accuracy_when_true': 0.04, 'precision': 0.167, 'recall': 0.04, 'f1_score': 0.065}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': 0.038, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 181.957, 'avg_prob_when_true': 0.043, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 52, 'correct_predictions': 3, 'avg_prediction_prob': 0.402, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 78.156, 'avg_prob_when_true': 0.576, 'in_top3_when_true': 5, 'in_top5_when_true': 5, 'accuracy_when_true': 0.039, 'precision': 0.058, 'recall': 0.039, 'f1_score': 0.047}}",bs_500_1000_rd_fr
pdgraphernognn_0925_1731,pdgraphernognn,dorothea_500_1000,500.0,202.0,1.0,0.558,0.018,69.136,0.346,-0.769,-10.092,4.929,0.045,0.071,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': -0.067, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 132.92, 'avg_prob_when_true': 0.213, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.128, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 201.957, 'avg_prob_when_true': -0.159, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 240, 'correct_predictions': 7, 'avg_prediction_prob': 0.415, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 50.182, 'avg_prob_when_true': 0.854, 'in_top3_when_true': 16, 'in_top5_when_true': 18, 'accuracy_when_true': 0.091, 'precision': 0.029, 'recall': 0.091, 'f1_score': 0.044}}",bs_500_1000_rd_fr
pdgraphernognn_0925_1921,pdgraphernognn,dorothea_500_1000,500.0,202.0,1.0,0.558,0.018,69.136,0.346,-0.769,-10.092,4.929,0.045,0.071,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': -0.067, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 132.92, 'avg_prob_when_true': 0.213, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.128, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 201.957, 'avg_prob_when_true': -0.159, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 240, 'correct_predictions': 7, 'avg_prediction_prob': 0.415, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 50.182, 'avg_prob_when_true': 0.854, 'in_top3_when_true': 16, 'in_top5_when_true': 18, 'accuracy_when_true': 0.091, 'precision': 0.029, 'recall': 0.091, 'f1_score': 0.044}}",bs_500_1000_rd_fr
baseline_advanced_random_0922_1350,advanced_random,dorothea_500_600,,,,,0.002,247.111,0.002,0.002,0.0,0.013,0.006,0.01,,bs_500_600
baseline_advanced_random_0925_1708,advanced_random,dorothea_500_600,,,,,0.002,247.111,0.002,0.002,0.0,0.013,0.006,0.01,,bs_500_600
baseline_advanced_random_0925_1738,advanced_random,dorothea_500_600,,,,,0.002,247.111,0.002,0.002,0.0,0.013,0.006,0.01,,bs_500_600
baseline_jordan_0922_1350,jordan,dorothea_500_600,,,,,0.0,272.779,0.001,0.002,0.0,1.0,0.002,0.002,,bs_500_600
baseline_jordan_0925_1708,jordan,dorothea_500_600,,,,,0.0,272.779,0.001,0.002,0.0,1.0,0.002,0.002,,bs_500_600
baseline_jordan_0925_1738,jordan,dorothea_500_600,,,,,0.0,272.779,0.001,0.002,0.0,1.0,0.002,0.002,,bs_500_600
baseline_overlap_0922_1350,overlap,dorothea_500_600,,,,,0.0,267.716,0.002,0.002,0.0,1.0,0.005,0.005,,bs_500_600
baseline_overlap_0925_1708,overlap,dorothea_500_600,,,,,0.0,267.716,0.002,0.002,0.0,1.0,0.005,0.005,,bs_500_600
baseline_overlap_0925_1738,overlap,dorothea_500_600,,,,,0.0,267.716,0.002,0.002,0.0,1.0,0.005,0.005,,bs_500_600
baseline_random_0922_1350,random,dorothea_500_600,,,,,0.002,250.146,0.002,0.002,0.0,0.004,0.005,0.01,,bs_500_600
baseline_random_0925_1708,random,dorothea_500_600,,,,,0.002,250.146,0.002,0.002,0.0,0.004,0.005,0.01,,bs_500_600
baseline_random_0925_1738,random,dorothea_500_600,,,,,0.002,250.146,0.002,0.002,0.0,0.004,0.005,0.01,,bs_500_600
baseline_smallestSuperset_0922_1350,smallestSuperset,dorothea_500_600,,,,,0.0,264.568,0.001,0.002,0.0,1.0,0.0,0.006,,bs_500_600
baseline_smallestSuperset_0925_1708,smallestSuperset,dorothea_500_600,,,,,0.0,264.568,0.001,0.002,0.0,1.0,0.0,0.006,,bs_500_600
baseline_smallestSuperset_0925_1738,smallestSuperset,dorothea_500_600,,,,,0.0,264.568,0.001,0.002,0.0,1.0,0.0,0.006,,bs_500_600
gat_0922_1427,gat,dorothea_500_600,500.0,183.0,1.0,0.228,0.007,209.758,0.02,0.02,0.014,0.05,0.018,0.023,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 224.176, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 193.787, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 7450, 'correct_predictions': 90, 'avg_prediction_prob': 0.028, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.036, 'in_top3_when_true': 90, 'in_top5_when_true': 90, 'accuracy_when_true': 1.0, 'precision': 0.012, 'recall': 1.0, 'f1_score': 0.024}}",bs_500_600
gat_0923_1209,gat,dorothea_500_600,500.0,183.0,1.0,0.228,0.007,214.316,0.02,0.019,0.013,0.047,0.018,0.023,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 290.019, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 252.992, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 7397, 'correct_predictions': 90, 'avg_prediction_prob': 0.026, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.032, 'in_top3_when_true': 90, 'in_top5_when_true': 90, 'accuracy_when_true': 1.0, 'precision': 0.012, 'recall': 1.0, 'f1_score': 0.024}}",bs_500_600
gat_0925_1923,gat,dorothea_500_600,500.0,183.0,1.0,0.228,0.007,218.394,0.019,0.019,0.013,0.042,0.019,0.025,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 322.287, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 305.369, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 7380, 'correct_predictions': 90, 'avg_prediction_prob': 0.023, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.029, 'in_top3_when_true': 90, 'in_top5_when_true': 90, 'accuracy_when_true': 1.0, 'precision': 0.012, 'recall': 1.0, 'f1_score': 0.024}}",bs_500_600
gat_0925_1952,gat,dorothea_500_600,500.0,183.0,1.0,0.228,0.007,218.43,0.019,0.019,0.013,0.042,0.019,0.025,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 322.287, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 305.369, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 7380, 'correct_predictions': 90, 'avg_prediction_prob': 0.023, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.029, 'in_top3_when_true': 90, 'in_top5_when_true': 90, 'accuracy_when_true': 1.0, 'precision': 0.012, 'recall': 1.0, 'f1_score': 0.024}}",bs_500_600
pdgrapher_0922_1521,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.228,0.204,56.366,0.915,-6.544,-55.369,27.543,0.34,0.41,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 59, 'correct_predictions': 29, 'avg_prediction_prob': -6.101, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 80.426, 'avg_prob_when_true': 0.744, 'in_top3_when_true': 33, 'in_top5_when_true': 43, 'accuracy_when_true': 0.269, 'precision': 0.492, 'recall': 0.269, 'f1_score': 0.347}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 98, 'correct_predictions': 26, 'avg_prediction_prob': -4.682, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 30.705, 'avg_prob_when_true': 1.631, 'in_top3_when_true': 41, 'in_top5_when_true': 62, 'accuracy_when_true': 0.213, 'precision': 0.265, 'recall': 0.213, 'f1_score': 0.236}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 13, 'correct_predictions': 1, 'avg_prediction_prob': -3.318, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 14.956, 'avg_prob_when_true': -0.382, 'in_top3_when_true': 6, 'in_top5_when_true': 12, 'accuracy_when_true': 0.011, 'precision': 0.077, 'recall': 0.011, 'f1_score': 0.019}}",bs_500_600
